,brand,model,biz30day,total_sold_price,submarket,target_score,sku
229,nathome/北欧欧慕,NJB103SA,408.0,81222.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'冰糖': 1.0, '剁肉': -1.0, '功率': 12.0, '土豆': 1.0, '山药': -1.0, '打蛋': -1.0, '早餐': 1.0, '果汁': 11.0, '果肉': 0.0, '果酱': 1.0, '核桃': 0.0, '桃泥': 1.0, '梨汁': 1.0, '榨汁': 1.0, '橙汁': 1.0, '水果': 1.0, '漏勺': -1.0, '牛肉': 0.0, '米糊': 4.0, '紫薯': 1.0, '绞肉': 29.0, '肉末': 1.0, '肉松': 7.0, '肉肉': 1.0, '肉质': 1.0, '肉馅': 4.0, '芝麻': 0.0, '苹果': 6.0, '菜泥': 3.0, '蔬菜': 1.0, '虾皮': 0.0, '蛋清': 1.0, '蛋糕': 1.0, '西瓜': 1.0, '豆渣': 1.0, '转速': 1.0, '辅食': 25.0, '雪梨': 1.0, '食材': -1.0, '食物': 4.0, '饺子': 1.0, '香瓜': -1.0, '冰激凌': 0.0, '功能性': -1.0, '午餐肉': 1.0, '土豆泥': 3.0, '打蛋器': 2.0, '榨汁机': 2.0, '橘子汁': 1.0, '水果汁': 2.0, '红豆沙': 1.0, '胡萝卜': 4.0, '花生酱': 1.0, '苹果泥': 16.0, '菠萝汁': 2.0, '蔬菜泥': 3.0, '西兰花': 1.0, '西瓜汁': 3.0, '过滤网': -1.0, '速度快': 4.0, '饺子馅': 1.0, '香蕉泥': 1.0, '黑芝麻': 0.0, '省时省力': 2.0}, '服务': {'包装': 74.0, '卖家': 9.0, '好评': 5.0, '客户': -1.0, '客服': 44.0, '差评': 1.0, '店家': 8.0, '态度': 52.0, '果泥': 8.0, '盒子': -1.0, '赠品': 7.0, '链接': -1.0, '外包装': -2.0, '说明书': 1.0, '售后服务': 2.0, '有问必答': 1.0, '服务到位': 1.0, '服务态度': 41.0, '热情周到': 1.0}, '款式': {'体积': 2.0, '分量': 1.0, '塑料': 0.0, '外表': 1.0, '大小': 4.0, '手感': 7.0, '按键': -1.0, '机身': 0.0, '杯底': 1.0, '样式': 3.0, '档位': 0.0, '白色': 0.0, '蓝色': 1.0, '表面': -1.0, '颜值': 28.0, '颜色': 18.0, '黑色': -1.0, '外观上': -1.0, '很漂亮': 2.0, '外观设计': 1.0}, '质量': {'刀头': 1.0, '刀子': 2.0, '划痕': -1.0, '压坏': -1.0, '厨房': 0.0, '商品': 1.0, '噪声': 2.0, '噪音': -1.0, '声音': 55.0, '宝物': 0.0, '实物': 2.0, '开关': 0.0, '成品': 1.0, '挺好': 27.0, '档次': -1.0, '气味': 1.0, '滤网': -1.0, '玻璃': 1.0, '瑕疵': -1.0, '用料': 0.0, '电线': 1.0, '盖子': -1.0, '细度': -1.0, '质量': 95.0, '道具': 1.0, '零件': -1.0, '不锈钢': 1.0, '削皮刀': -1.0, '塑料味': -4.0, '安全性': 1.0, '手指头': -1.0, '朋友们': 1.0}}","{'产品功能': '榨汁 碎冰 搅拌 制奶昔', '适用人数': '1-3人', '颜色分类': '冰湖蓝\xa0天使白'}"
230,panasonic/松下, MK-GB1,4.0,1226.0,{'7': '手持'},"{'服务': {'买家': 1.0}, '质量': {'商品': 1.0, '噪音': 1.0}}","{'产品功能': '搅拌\xa0和面\xa0打蛋\xa0制奶昔', '适用人数': '1-3人', '颜色分类': '白色'}"
231,panasonic/松下, MK-GH1,73.0,14527.0,"{'3': '全自动', '5': '小容量', '7': '手持'}","{'功能': {'功率': 2.0, '奶油': 1.0, '手打': 1.0, '打蛋': 1.0, '搅面': 1.0, '蛋糕': 1.0, '打蛋器': 3.0, '速度快': 2.0}, '服务': {'包装': 3.0, '卖家': 0.0, '差评': -1.0, '态度': -1.0, '外包装': -1.0}, '款式': {'机身': -2.0, '很漂亮': 1.0}, '质量': {'噪声': -1.0, '噪音': 1.0, '声音': 14.0, '挺好': 2.0, '质量': 23.0}}","{'产品功能': '搅拌\xa0和面\xa0打蛋\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '保修卡'}"
232,panasonic/松下, MX-GS1,133.0,26475.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'出汁': 1.0, '米粒': 1.0, '绞肉': 1.0, '菜汁': 1.0, '榨汁机': 1.0, '苹果泥': 1.0, '蔬菜汁': 1.0}, '服务': {'包装': 4.0, '客服': 1.0, '态度': -1.0, '果泥': 2.0, '说明书': 1.0, '服务态度': 2.0}, '款式': {'手感': 2.0}, '质量': {'噪音': 1.0, '声音': 5.0, '开关': 1.0, '挺好': 1.0, '质量': 10.0}}","{'产品功能': '搅拌', '适用人数': '3-4人', '颜色分类': '白色'}"
233,panasonic/松下, MX-S401,20.0,15980.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {}, '质量': {'声音': 0.0, '质量': 1.0}}","{'产品功能': '绞肉\xa0干磨\xa0搅拌\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '1-3人', '颜色分类': '银色'}"
234,panasonic/松下, MX-GX1061,149.0,44551.0,{'4': '婴儿辅食'},"{'功能': {'功率': 0.0, '垫圈': -1.0, '果汁': 2.0, '榨汁': 3.0, '渣渣': 1.0, '米粉': 2.0, '米粒': 0.0, '纸盒': -1.0, '芝麻': 0.0, '虾皮': 1.0, '豆子': 1.0, '豆浆': 1.0, '转速': 3.0, '软垫': -1.0, '果汁机': 1.0, '胡萝卜': 1.0, '豆浆渣': 1.0, '速度快': 1.0}, '服务': {'信用': 1.0, '包装': 67.0, '卖家': 15.0, '发票': 6.0, '好评': 7.0, '客服': 11.0, '店主': 1.0, '店家': 4.0, '店铺': 1.0, '态度': 17.0, '果泥': 1.0, '纸箱': 1.0, '保修单': 1.0, '外包装': 2.0, '实体店': 1.0, '说明书': 1.0, '售后服务': 1.0, '服务态度': 18.0}, '款式': {'塑料': 3.0, '外型': 1.0, '外形': 3.0, '外表': 1.0, '大小': 4.0, '手感': 2.0, '按键': -1.0, '机身': 1.0, '样式': 1.0, '款式': 10.0, '白色': 1.0, '颜值': 5.0, '风格': 1.0, '很漂亮': 2.0}, '质量': {'划痕': 1.0, '商品': 2.0, '噪声': 2.0, '噪音': 7.0, '声音': 14.0, '实物': 2.0, '工艺': 3.0, '底座': 0.0, '很沉': 1.0, '性能': 1.0, '挺好': 10.0, '气味': 1.0, '环保': 2.0, '玻璃': 46.0, '瑕疵': 1.0, '用料': 3.0, '盖子': 1.0, '胶圈': 1.0, '质量': 158.0, '零件': -1.0, '不锈钢': 1.0, '塑料味': 1.0, '电源线': 1.0}}","{'产品功能': '干磨\xa0搅拌', '适用人数': '3-4人', '颜色分类': '白色'}"
235,panasonic/松下, MX-PSC101G1,5.0,2490.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {}, '服务': {'包装': 6.0, '卖家': 1.0, '客户': 1.0, '客服': 0.0, '态度': 2.0, '说明书': 1.0, '服务态度': 5.0, '问题解答': 1.0}, '款式': {'尺寸': 1.0, '很漂亮': 1.0}, '质量': {'声音': -1.0, '性能': 1.0, '玻璃': -1.0, '质量': 17.0}}","{'产品功能': '果泥\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '白色'}"
236,panasonic/松下, MX-SS40,541.0,269959.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'出汁': 1.0, '切丝': 1.0, '剁肉': 1.0, '果汁': 3.0, '用途': 2.0, '稀饭': -1.0, '纸盒': 1.0, '绞肉': 1.0, '蒜泥': 1.0, '蔬菜': 1.0, '豆浆': 1.0, '辅食': 0.0, '很给力': 1.0, '果汁机': 1.0, '榨汁机': -1.0, '蔬菜泥': 1.0, '速度快': 1.0, '实用功能': 1.0}, '服务': {'包装': 14.0, '包裹': 1.0, '卖家': 2.0, '客服': 5.0, '店家': 1.0, '态度': 5.0, '果泥': 2.0, '外包装': 3.0, '说明书': 1.0, '服务态度': 4.0}, '款式': {'外形': 1.0, '外表': 1.0, '大小': 1.0, '手感': 4.0, '样式': 1.0, '升级版': 2.0, '第一印象': 1.0}, '质量': {'刀头': 2.0, '噪音': -1.0, '声音': -10.0, '实物': 1.0, '粗细': 0.0, '质量': 23.0, '实用性': 1.0, '节省时间': 1.0}}","{'产品功能': '婴儿辅食\xa0榨汁\xa0绞肉\xa0搅拌\xa0打蛋\xa0制奶昔\xa0绞肉\xa0切丝 切片', '适用人数': '5人及以上', '颜色分类': 'MX-SS40+保修卡 MX-SS40+发票'}"
237,panasonic/松下, MX-XC501,21.0,14679.0,"{'3': '全自动', '4': '婴儿辅食'}","{'服务': {'包装': 2.0}, '款式': {'大小': 1.0}, '质量': {'声音': 0.0, '玻璃': 1.0, '质量': 1.0}}","{'产品功能': '切菜\xa0搅拌\xa0打蛋\xa0制奶昔', '适用人数': '1-3人', '颜色分类': '香槟金'}"
238,panasonic/松下, MX-XC701,12.0,9588.0,{'4': '婴儿辅食'},"{'功能': {'功率': -1.0, '水果': 1.0, '芹菜': 0.0, '饺子': 1.0}, '服务': {'包装': 2.0, '店家': 1.0, '态度': 0.0, '服务态度': -1.0}, '款式': {'大小': 1.0, '颜色': 1.0}, '质量': {'噪音': 0.0, '声音': -8.0, '挺好': 1.0, '玻璃': 2.0, '质量': 7.0, '实用性': -1.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '咖啡色'}"
239,panasonic/松下, MX-ZX1800,44.0,130156.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'功率': 8.0, '干粉': 1.0, '果汁': 13.0, '果肉': 1.0, '核桃': 0.0, '橙子': 0.0, '橙汁': 1.0, '破壁': 0.0, '绿豆': 1.0, '芝麻': 0.0, '蒸笼': 2.0, '豆子': 1.0, '豆浆': 4.0, '豆渣': 1.0, '转速': 3.0, '食物': 2.0, '鱼汤': 1.0, '芝麻酱': 1.0, '速度快': 0.0, '胡萝卜汁': 1.0}, '服务': {'包装': 10.0, '包裹': 1.0, '卖家': 1.0, '口碑': 1.0, '客服': 1.0, '店家': 1.0, '态度': 6.0, '果泥': 1.0, '赠品': 3.0, '实体店': 1.0, '服务态度': 3.0}, '款式': {'体积': 1.0, '外型': 1.0, '超美': 1.0, '颜值': 6.0}, '质量': {'噪声': -1.0, '噪音': 3.0, '声音': 33.0, '性能': 2.0, '挺好': 1.0, '档次': 1.0, '浆汁': 1.0, '用料': 1.0, '蒸锅': 3.0, '质量': 12.0, '面板': -1.0, '实用性': 1.0, '沉淀物': -1.0, '心理准备': 1.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '黑色'}"
240,panasonic/松下, mx-ss1,3403.0,1185657.0,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'出汁': 0.0, '功率': 5.0, '南瓜': 1.0, '成份': -1.0, '打蛋': 2.0, '效率': 0.0, '果汁': 9.0, '果肉': 4.0, '核桃': 0.0, '梨汁': 1.0, '榨汁': 6.0, '橙汁': 3.0, '水果': 1.0, '渣渣': 2.0, '牛肉': 0.0, '用途': 2.0, '电路': -1.0, '米粉': 1.0, '米糊': 7.0, '绞肉': 10.0, '美食': 1.0, '肉松': 3.0, '肉馅': 4.0, '肥肠': 2.0, '芹菜': 1.0, '苹果': 4.0, '菠萝': 1.0, '蒜末': 1.0, '蔬菜': 5.0, '虾皮': 0.0, '调档': 1.0, '豆浆': 1.0, '转数': 1.0, '转速': 2.0, '辅食': 24.0, '雪糕': 1.0, '食物': 6.0, '香蕉': 1.0, '鸡肉': 0.0, '鸡蛋': 0.0, '土豆泥': 3.0, '小米粥': 1.0, '很给力': 4.0, '打蛋器': 2.0, '打鸡蛋': 1.0, '果汁机': 1.0, '榨汁机': 2.0, '水果汁': 1.0, '火龙果': 1.0, '玉米粒': 1.0, '绞肉机': 0.0, '胡萝卜': 2.0, '芒果汁': 1.0, '苹果汁': 1.0, '苹果泥': 15.0, '蔬菜泥': 5.0, '西瓜汁': 3.0, '香蕉泥': 1.0, '黑芝麻': 0.0, '单手操作': -1.0, '省时省力': 1.0, '蔬菜水果': 1.0}, '服务': {'买家': 2.0, '包装': 105.0, '包裹': 5.0, '卖家': 11.0, '发票': 1.0, '口碑': 1.0, '客服': 24.0, '小雪': 1.0, '差评': 1.0, '店家': 8.0, '态度': 39.0, '果泥': 15.0, '淘宝': 1.0, '盒子': 0.0, '箱子': 1.0, '纸箱': 0.0, '虾米': 0.0, '外包装': 2.0, '实体店': 1.0, '产品包装': 1.0, '其他配件': 1.0, '售后服务': 1.0, '有问必答': 2.0, '服务态度': 22.0}, '款式': {'体积': 2.0, '分量': -1.0, '塑料': -1.0, '外型': 1.0, '外形': 1.0, '外表': 1.0, '大小': 2.0, '手感': 12.0, '按键': -1.0, '机身': 0.0, '档位': 2.0, '款式': 2.0, '神器': 1.0, '颜值': 13.0, '黑色': 1.0, '很漂亮': 1.0, '产品设计': 1.0, '外观设计': 1.0}, '质量': {'刀头': 9.0, '划痕': 2.0, '商品': 7.0, '噪声': 3.0, '噪音': 2.0, '声音': 5.0, '实物': 4.0, '寿命': 1.0, '工程': -1.0, '开关': 1.0, '性能': 3.0, '成品': 1.0, '挺好': 23.0, '烧掉': -1.0, '牛逼': 1.0, '物件': 1.0, '玻璃': 1.0, '用料': 5.0, '眼光': 1.0, '碎成': -1.0, '穿着': 1.0, '罐子': 1.0, '胶圈': -1.0, '自然': 1.0, '质量': 211.0, '塑料杯': 1.0, '实用性': 2.0, '清洗液': 1.0, '退换货': 1.0}}","{'产品功能': '榨汁\xa0搅拌\xa0打蛋\xa0制奶昔\xa0绞肉', '适用人数': '3-4人', '颜色分类': '黑色'}"
241,peskoe/半球,HB-J103,147.0,12495.0,{'4': '婴儿辅食'},"{'功能': {'转速': -1.0}, '服务': {'服务态度': -1.0}, '款式': {'款式': 1.0}, '质量': {'商品': 1.0, '噪声': -1.0, '噪音': -1.0, '声音': 5.0, '实物': 1.0, '性能': 1.0, '挺好': 2.0, '气味': 1.0, '质量': -1.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 绞肉', '适用人数': '4-5人', '颜色分类': '白色 绿色 橙色'}"
242,peskoe/半球,HB-K805,374.0,149226.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'早餐': 1.0, '核桃': 0.0, '梨汁': 1.0, '渣渣': 1.0, '米糊': 1.0, '粉末': 1.0, '芝麻': 0.0, '蔬菜': -1.0, '豆浆': 12.0, '转速': 2.0, '食材': 1.0, '食物': 1.0, '功能性': 2.0, '西瓜汁': 1.0}, '服务': {'包装': 23.0, '好评': 3.0, '客服': 1.0, '店家': 2.0, '态度': 1.0, '实体店': 2.0, '有问必答': 2.0, '服务态度': 8.0}, '款式': {'外型': 1.0, '外形': 2.0, '样式': 1.0, '款式': 3.0, '外观设计': 1.0}, '质量': {'噪音': -1.0, '声音': 4.0, '开关': 1.0, '性能': 1.0, '挺好': 2.0, '玻璃': 2.0, '质量': 55.0, '软绵': 1.0, '实用性': 1.0, '稳定性': 2.0}}","{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔', '适用人数': '4-5人', '颜色分类': '红色'}"
243,peskoe/半球,HB-K808,10.0,3990.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人', '颜色分类': '金色'}"
244,philips/飞利浦, HR1604,213.0,42199.93,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'出汁': 1.0, '功率': 12.0, '发糕': 1.0, '大米': 1.0, '搅碎': 1.0, '效率': 1.0, '果汁': 4.0, '榨汁': 3.0, '水果': 2.0, '用途': 0.0, '米糊': 4.0, '绞肉': 1.0, '罗卜': -1.0, '肉糜': 1.0, '芒果': 15.0, '苹果': 6.0, '草莓': 9.0, '菜泥': 2.0, '蒜泥': 1.0, '蓝莓': 5.0, '蔬菜': 2.0, '虾皮': 0.0, '转速': 3.0, '辅食': 19.0, '食材': -2.0, '食物': 2.0, '不方便': 1.0, '傻瓜式': 1.0, '土豆泥': 2.0, '小米粥': 1.0, '果汁机': 0.0, '榨汁机': -1.0, '火龙果': 1.0, '胡萝卜': -1.0, '苹果泥': 10.0, '西红柿': 1.0, '西蓝花': 1.0, '速度快': 3.0, '单手操作': -1.0}, '服务': {'三洋': 8.0, '包装': 35.0, '包邮': 1.0, '卖家': 5.0, '发票': 1.0, '好评': 11.0, '客服': 40.0, '差评': -1.0, '店家': 2.0, '态度': 106.0, '果泥': 10.0, '淘宝': 0.0, '盒子': 0.0, '赠品': 1.0, '保修单': 1.0, '包装盒': 0.0, '外包装': 1.0, '实体店': 1.0, '说明书': 1.0, '客户服务': 1.0, '服务态度': 44.0}, '款式': {'个子': 1.0, '体积': 2.0, '外形': 2.0, '手感': 4.0, '按键': -1.0, '机身': -1.0, '档位': 1.0, '金额': -1.0, '颜色': 1.0, '体积小': 1.0}, '质量': {'刀头': 5.0, '发烫': 1.0, '商品': 2.0, '噪音': 6.0, '声音': 2.0, '外壳': 0.0, '实物': 2.0, '性能': 1.0, '挺好': 21.0, '缝隙': 3.0, '质量': 99.0, '马达': 1.0, '黏性': 1.0, '便宜货': 1.0, '塑料杯': 1.0, '实用性': 0.0, '灵敏度': -1.0, '马达很': 1.0, '安全系数': 1.0}}","{'产品功能': '搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人', '颜色分类': '白色'}"
245,philips/飞利浦, HR1609,2.0,418.0,"{'4': '婴儿辅食', '7': '手持'}","{'质量': {'声音': -1.0, '质量': 1.0}}","{'产品功能': '绞肉\xa0搅拌', '适用人数': '1-3人', '颜色分类': '白色'}"
246,philips/飞利浦, HR1626,129.0,47537.0,"{'4': '婴儿辅食', '7': '手持'}",{'服务': {'包装': 2.0}},"{'产品功能': '搅拌\xa0打蛋\xa0制奶昔\xa0混合', '适用人数': '1-3人', '颜色分类': '白色'}"
247,philips/飞利浦, HR1608/03,95.0,16614.8,"{'4': '婴儿辅食', '7': '手持'}","{'功能': {'辅食': 2.0, '速度快': 1.0}, '服务': {'包装': 6.0, '包邮': 1.0, '卖家': 1.0, '态度': 2.0, '箱子': 1.0, '服务态度': 3.0}, '款式': {}, '质量': {'噪音': 1.0, '声音': 2.0, '挺好': 3.0, '用料': 1.0, '质量': 12.0, '道具': 1.0}}","{'产品功能': '榨汁 切菜 绞肉 搅拌 打蛋 制奶昔 绞肉', '适用人数': '1-3人', '颜色分类': '红色'}"
248,recolte/丽克特,RCP-2,8.0,4792.0,{'4': '婴儿辅食'},{'质量': {'商品': -1.0}},"{'产品功能': '切菜\xa0绞肉\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '1-3人', '颜色分类': '粉色'}"
249,philips/飞利浦, HR2056,285.0,57055.0,{'4': '婴儿辅食'},"{'功能': {'功率': 2.0, '果汁': 3.0, '果肉': -1.0, '榨汁': 1.0, '白芝麻': 1.0, '苹果汁': 1.0}, '服务': {'包装': 3.0, '客户': 1.0, '客服': 1.0, '态度': 2.0, '提琴': 2.0, '果泥': 1.0, '钢琴': 1.0, '外包装': -1.0, '服务态度': 5.0}, '款式': {'大小': 1.0, '颜色': 1.0, '外观设计': 2.0}, '质量': {'吸盘': -1.0, '噪音': 0.0, '声响': 0.0, '声音': 13.0, '工艺': 1.0, '挺好': 1.0, '杯盖': 1.0, '质量': 13.0, '马达': 1.0}}","{'产品功能': '榨汁\xa0碎冰\xa0搅拌\xa0制奶昔', '适用人数': '1-3人', '颜色分类': '白色'}"
250,philips/飞利浦, HR2062,4.0,536.0,{'4': '婴儿辅食'},"{'款式': {'颜值': 1.0}, '质量': {'噪音': 1.0, '质量': 1.0}}","{'产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '1-3人', '颜色分类': '粉色'}"
251,smeg,SMF 01,1.0,4998.0,{'3': '全自动'},{'功能': {}},"{'产品功能': '搅拌\xa0和面\xa0打蛋\xa0混合', '适用人数': '5人及以上', '颜色分类': '红色'}"
252,philips/飞利浦, HR2100,451.0,83253.17,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'功率': 2.0, '效率': 1.0, '果汁': 4.0, '果肉': 1.0, '梨子': -1.0, '榨汁': 6.0, '橙汁': 2.0, '水果': 1.0, '用途': 1.0, '纤维': 1.0, '草莓': 1.0, '转速': 1.0, '辅食': -1.0, '食材': 1.0, '发动机': -1.0, '果汁机': 2.0, '果蔬汁': 1.0, '榨汁机': 5.0, '纤维素': -1.0, '肉丸子': 1.0, '西瓜汁': 1.0}, '服务': {'包装': 33.0, '卖家': 1.0, '好评': 2.0, '客服': 2.0, '差评': -1.0, '店家': 1.0, '态度': 16.0, '换货': -1.0, '提琴': 1.0, '钢琴': 1.0, '店主人': 1.0, '说明书': 2.0, '售后服务': 1.0, '服务态度': 5.0}, '款式': {'体积': 1.0, '塑料': -1.0, '外型': 2.0, '外形': 1.0, '够大': 1.0, '大小': 3.0, '旧款': 1.0, '样式': 1.0, '档位': 1.0, '款式': 4.0, '紫色': 7.0, '红色': 3.0, '色差': 1.0, '色彩': 1.0, '颜值': 1.0, '颜色': 34.0, '很漂亮': 5.0}, '质量': {'假货': -1.0, '刀头': 1.0, '商品': 1.0, '噪声': 0.0, '噪音': 16.0, '声音': 59.0, '实物': 2.0, '寿命': 1.0, '底座': -1.0, '很响': 1.0, '性能': 1.0, '挺好': 10.0, '液体': 1.0, '物美': 1.0, '盖子': 1.0, '质量': 82.0, '零件': -1.0, '马达': 1.0, '塑料味': 1.0, '大清洗': 1.0, '试一下': 1.0, '食品级': 1.0, '马力大': 1.0, '响应速度': -1.0}}","{'产品功能': '榨汁\xa0碎冰\xa0搅拌\xa0打蛋\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人', '颜色分类': 'HR2100黄色+销售票 HR2100黄色+机打发票'}"
253,robot-coupe/罗伯特.库伯,MICROMIX,19.0,40232.5,{'5': '小容量'},,"{'产品功能': '榨汁 绞肉 搅拌 制奶昔 混合', '适用人数': '1-3人', '颜色分类': '专柜YZ01+保修单'}"
254,philips/飞利浦, HR2100/40,15.0,2535.0,{'5': '小容量'},,"{'产品功能': '榨汁 碎冰 搅拌 制奶昔 混合 绞肉', '适用人数': '4-5人', '颜色分类': '红色'}"
255,philips/飞利浦, HR2166,26.0,8480.0,{'4': '婴儿辅食'},"{'功能': {'用途': 1.0, '很给力': 1.0}, '质量': {'滤网': -1.0, '质量': 1.0, '音响': 1.0}}","{'产品功能': '研磨\xa0搅拌', '适用人数': '4-5人', '颜色分类': '白色'}"
256,philips/飞利浦, HR3653,4.0,2674.6,{'4': '婴儿辅食'},,"{'产品功能': '绞肉 碎冰 干磨 搅拌 制奶昔', '适用人数': '1-3人', '颜色分类': 'HR3653+机打票据 HR3653+正规发票'}"
257,rosenstein&sohne,NC2406,2.0,2598.0,"{'3': '全自动', '6': '智能'}",,"{'产品功能': '榨汁\xa0绞肉\xa0干磨\xa0搅拌', '适用人数': '4-5人', '颜色分类': '黑色'}"
258,philips/飞利浦, hr2101,17.0,4098.0,{'4': '婴儿辅食'},"{'功能': {'功率': 1.0, '芝麻': 0.0, '豆浆': 1.0, '榨汁机': 1.0}, '服务': {'包装': 3.0, '服务态度': 1.0}, '款式': {'样式': 1.0, '颜色': 1.0}, '质量': {'噪音': 2.0, '声音': 4.0, '挺好': 1.0, '气味': 1.0, '玻璃': 1.0, '电线': 1.0, '质量': 1.0}}","{'产品功能': '搅拌', '适用人数': '1-3人', '颜色分类': '紫色'}"
259,philips/飞利浦, hr2872,367.0,100973.0,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'便携': 1.0, '功率': 0.0, '姜蓉': 1.0, '果汁': 13.0, '榨汁': 4.0, '水果': 2.0, '用途': -1.0, '糊状': 1.0, '芒果': 1.0, '草莓': 1.0, '豆浆': 1.0, '转速': 1.0, '辅食': 2.0, '食物': -1.0, '很给力': 2.0, '果汁机': 1.0, '榨汁机': 1.0, '水果汁': 1.0, '西瓜汁': 1.0, '操作系统': 1.0}, '服务': {'包装': 33.0, '卖家': 2.0, '发票': 2.0, '口碑': 1.0, '天猫': 1.0, '好评': 5.0, '客服': 8.0, '差评': -1.0, '店家': 3.0, '态度': 8.0, '果泥': 1.0, '赠品': 0.0, '保修单': 1.0, '外包装': 0.0, '实体店': 1.0, '说明书': 1.0, '售后服务': 1.0, '有问必答': 1.0, '服务态度': 5.0}, '款式': {'体积': 5.0, '分量': -1.0, '塑料': 0.0, '外型': 2.0, '外形': 3.0, '大小': 8.0, '容积': 1.0, '机身': 1.0, '耐看': 1.0, '颜值': 1.0, '颜色': 2.0, '小型机': 1.0, '很漂亮': 4.0}, '质量': {'保险': 1.0, '噪音': 0.0, '声音': 13.0, '挺好': 3.0, '质量': 60.0, '超声': 1.0, '安全得': 2.0, '实用性': 1.0}}","{'产品功能': '搅拌', '适用人数': '1-3人', '颜色分类': '红色'}"
260,philips/飞利浦, hr2874,256.0,55294.6,"{'4': '婴儿辅食', '5': '小容量'}","{'功能': {'功率': 2.0, '效率': 1.0, '果汁': 3.0, '榨汁': 1.0, '牛肉': 1.0, '猪肉': 1.0, '绞肉': -1.0, '草莓': 2.0, '豆浆': 1.0, '榨汁机': -1.0}, '服务': {'包装': 14.0, '卖家': 1.0, '发票': 1.0, '口碑': 1.0, '客服': 9.0, '店家': 1.0, '态度': 18.0, '提琴': 3.0, '果泥': 3.0, '淘宝': 1.0, '盒子': 0.0, '钢琴': 2.0, '说明书': 0.0, '服务态度': 9.0}, '款式': {'体积': 1.0, '大小': 1.0, '手感': 1.0}, '质量': {'刀头': -1.0, '商品': 1.0, '噪音': 4.0, '声音': 6.0, '挺好': 8.0, '质量': 37.0, '密封圈': -2.0, '高品质': 1.0}}","{'产品功能': '绞肉\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '其他/orther', '颜色分类': '白色'}"
261,ranbem/瑞本,767S,632.0,125140.0,"{'3': '全自动', '4': '婴儿辅食'}","{'功能': {'功率': 3.0, '智能': 1.0, '果汁': 3.0, '水果': 1.0, '牛肉': 1.0, '用途': 0.0, '破壁': 1.0, '芝麻': 0.0, '萝卜': 1.0, '蔬果': 1.0, '豆浆': 3.0, '转数': 1.0, '转速': 1.0}, '服务': {'包装': 9.0, '卖家': 3.0, '好评': 2.0, '态度': 0.0, '服务态度': 6.0}, '款式': {'外形': 1.0, '外表': 1.0, '够大': 1.0, '大小': 1.0, '按键': 1.0, '神器': 1.0, '颜值': 1.0, '颜色': 1.0, '容量大': 1.0, '触摸屏': 1.0}, '质量': {'噪音': -1.0, '声音': 18.0, '实物': 1.0, '挺好': 2.0, '盖子': 1.0, '质量': 19.0, '马力大': 1.0}}","{'产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '1-6人', '颜色分类': '红色'}"
